normalized_time,Participant_1493663240_A01890.p,Participant_1496443804_A01890.p
309.22,-14.37,285.86
309.24,2.9,295.19
309.25,20.53,289.23
309.27,35.53,270.02
309.28,45.82,239.54
309.3,50.69,199.62
309.31,50.64,152.93
309.33,46.79,103.67
309.34,,57.22
309.35,40.31,40.31
309.36,32.05,18.96
309.38,22.62,-7.51
309.39,12.72,-21.69
309.41,3.29,-26.4
309.42,-4.59,-26.73
309.44,-10.04,-28.35
309.45,-12.8,-35.72
309.47,-13.45,-51.07
309.49,-13.22,-74.1
309.5,-13.62,-102.38
309.52,-15.87,-132.18
309.53,-20.61,-159.62
309.55,-27.62,-181.56
309.56,-35.86,-196.21
309.58,-43.49,-203.54
309.59,,-205.03
309.6,-48.21,-48.21
309.61,-47.85,-203.01
309.63,-41.03,-199.71
309.64,-27.93,-196.43
309.66,-10.36,-193.18
309.67,8.54,-188.93
309.69,25.39,-182.38
309.7,37.55,-172.67
309.72,43.99,-159.83
309.74,45.14,-144.77
309.75,42.45,-128.86
309.77,37.49,-113.45
309.78,31.29,-99.52
309.8,24.32,-87.59
309.81,16.84,-77.91
309.83,9.29,-70.69
309.84,,-66.24
309.85,2.53,2.53
309.86,-2.5,-64.88
309.88,-5.29,-66.62
309.89,-6.12,-70.71
309.91,-6.14,-75.44
309.92,-6.98,-78.3
309.94,-10.14,-76.63
309.95,-16.36,-68.46
309.97,-25.38,-53.25
309.99,-35.89,-32.08
310.0,-45.78,-7.24
310.02,-52.64,18.59
310.03,-54.34,43.34
310.05,-49.61,65.97
310.06,-38.54,86.47
310.08,-22.73,105.17
310.09,,122.12
310.1,-4.81,-4.81
310.11,12.14,136.67
310.13,25.66,147.74
310.14,34.51,154.59
310.16,38.68,157.47
310.17,39.09,157.87
310.19,36.78,158.06
310.2,32.45,160.16
310.22,26.45,165.58
310.24,19.08,174.89
310.25,11.01,188.23
310.27,3.44,205.7
310.28,-2.31,227.26
310.3,-5.38,252.02
310.31,-5.84,277.73
310.33,-4.73,300.78
310.34,,317.09
310.35,-3.72,-3.72
310.36,-4.39,323.56
310.38,-7.68,318.99
310.39,-13.58,303.97
310.41,-21.17,279.98
310.42,-28.87,248.33
310.44,-34.85,209.85
310.45,-37.33,165.66
310.47,-35.08,118.28
310.49,-27.77,72.16
310.5,-16.2,33.05
310.52,-2.15,6.29
310.53,11.96,-5.01
310.55,24.0,-1.07
310.56,32.57,14.84
310.58,37.26,37.62
310.59,,61.9
310.6,38.47,38.47
310.61,36.86,83.32
310.63,32.99,98.97
310.64,27.3,107.33
310.66,20.27,107.97
310.67,12.6,101.24
310.69,5.37,88.03
310.7,-0.35,69.6
310.72,-3.91,47.32
310.74,-5.3,22.45
310.75,-5.26,-3.99
310.77,-4.99,-31.42
310.78,-5.73,-59.83
310.8,-8.37,-89.98
310.81,-13.23,-123.28
310.83,-19.83,-161.07
310.84,,-203.16
310.85,-26.94,-26.94
310.86,-32.86,-246.71
310.88,-35.68,-286.05
310.89,-33.95,-314.06
310.91,-27.21,-325.14
310.92,-16.24,-317.93
310.94,-3.0,-296.34
310.95,10.1,-267.82
310.97,20.9,-240.04
310.99,28.2,-217.54
311.0,31.8,-200.69
311.02,32.35,-187.0
311.03,30.59,-173.75
311.05,27.13,-159.86
311.06,22.19,-145.75
311.08,15.94,-131.87
311.09,,-117.13
311.1,8.86,8.86
311.11,1.85,-99.28
311.13,-3.97,-76.36
311.14,-7.68,-48.77
311.16,-9.13,-19.92
311.17,-9.0,5.48
311.19,-8.58,23.9
311.2,-9.33,35.21
311.22,-12.28,42.65
311.24,-17.7,50.93
311.25,-24.98,63.66
311.27,-32.79,81.57
311.28,-39.38,102.52
311.3,-42.88,122.89
311.31,-41.83,139.31
311.33,-35.6,149.83
311.34,,154.3
311.35,-24.69,-24.69
311.36,-10.75,153.72
311.38,3.9,149.32
311.39,16.85,141.77
311.41,26.36,130.94
311.42,31.71,116.4
311.44,33.13,98.3
311.45,31.36,78.21
311.47,27.15,59.11
311.49,20.99,44.68
311.5,13.27,37.79
311.52,4.61,39.23
311.53,-4.05,47.33
311.55,-11.51,58.55
311.56,-16.75,68.86
311.58,-19.45,75.21
311.59,,76.23
311.6,-20.13,-20.13
311.61,-20.08,71.76
311.63,-20.91,62.22
311.64,-23.94,47.94
311.66,-29.86,28.98
311.67,-38.39,5.55
311.69,-48.2,-21.63
311.7,-57.08,-50.97
311.72,-62.35,-80.09
311.74,-61.68,-106.08
311.75,-53.82,-126.03
311.77,-39.27,-137.65
311.78,-20.25,-140.01
311.8,-0.11,-134.14
311.81,17.68,-122.93
311.83,30.62,-110.42
311.84,,-100.61
311.85,37.65,37.65
311.86,39.06,-96.16
311.88,35.92,-97.89
311.89,29.46,-105.02
311.91,20.67,-116.03
311.92,10.37,-129.52
311.94,-0.53,-144.8
311.95,-10.92,-161.7
311.97,-19.49,-180.11
311.99,-25.28,-199.58
312.0,-28.03,-219.17
312.02,-28.51,-237.68
312.03,-28.34,-253.93
312.05,-29.54,-266.92
312.06,-33.81,-275.79
312.08,-41.88,-279.57
312.09,,-277.21
312.1,-53.11,-53.11
312.11,-65.44,-267.67
312.13,-75.84,-250.38
312.14,-81.12,-225.67
312.16,-78.96,-195.05
312.17,-68.81,-161.1
312.19,-52.22,-127.09
312.2,-32.5,-96.25
312.22,-13.61,-70.97
312.24,0.96,-52.27
312.25,9.27,-39.7
312.27,11.06,-31.67
312.28,7.29,-26.12
312.3,-0.66,-21.25
312.31,-11.69,-15.91
312.33,-25.09,-9.68
312.34,,-2.56
312.35,-40.25,-40.25
312.36,-56.36,5.31
312.38,-72.38,13.83
312.39,-87.18,22.87
312.41,-100.06,32.03
312.42,-111.09,40.61
312.44,-121.08,47.62
312.45,-131.49,52.33
312.47,-144.01,54.62
312.49,-160.07,55.37
312.5,-180.27,56.29
312.52,-203.72,59.36
312.53,-227.8,66.15
312.55,-248.49,77.07
312.56,-261.47,91.2
312.58,-263.44,106.51
312.59,,120.57
312.6,-253.09,-253.09
312.61,-231.58,131.38
312.63,-201.99,137.86
312.64,-168.75,139.93
312.66,-137.0,138.2
312.67,-112.19,133.42
312.69,-99.49,126.11
312.7,-102.67,116.54
312.72,-122.62,104.92
312.74,-156.14,91.75
312.75,-195.49,77.89
312.77,-231.0,64.38
312.78,-254.28,52.09
312.8,-260.52,41.38
312.81,-249.1,31.86
312.83,-222.54,22.72
312.84,,13.03
312.85,-184.9,-184.9
312.86,-140.5,2.22
312.88,-93.5,-9.69
312.89,-47.56,-22.05
312.91,-6.67,-33.75
312.92,25.42,-43.41
312.94,46.8,-49.71
312.95,58.76,-51.67
312.97,65.68,-48.78
312.99,72.95,-41.16
313.0,84.35,-29.52
313.02,100.31,-15.06
313.03,119.49,0.74
313.05,138.4,16.34
313.06,152.88,30.29
313.08,159.98,41.48
313.09,,49.2
313.1,159.38,159.38
313.11,152.96,53.24
313.13,143.24,53.99
313.14,132.05,52.33
313.16,120.18,49.48
313.17,112.02,46.64
313.19,110.02,44.6
313.2,112.92,43.55
313.22,116.65,42.97
313.24,117.47,41.95
313.25,113.77,39.5
313.27,105.79,34.97
313.28,94.88,28.27
313.3,83.08,19.8
313.31,81.8,10.33
313.33,99.01,0.73
313.34,,-8.02
313.35,134.48,134.48
313.36,181.18,-14.84
313.38,231.41,-18.56
313.39,280.49,-18.13
313.41,326.31,-12.97
313.42,367.69,-3.32
313.44,403.84,9.71
313.45,448.61,24.35
313.47,510.62,38.71
313.49,586.48,51.26
313.5,663.73,61.11
313.52,730.98,67.96
313.53,783.7,71.96
313.55,822.93,73.42
313.56,852.0,72.79
313.58,874.57,70.56
313.59,,67.31
313.6,912.41,912.41
313.61,979.04,63.53
313.63,1070.64,59.52
313.64,1170.17,55.22
313.66,1260.79,50.36
313.67,1333.7,44.62
313.69,1387.06,37.89
313.7,1422.29,30.42
313.72,1324.41,22.7
313.74,1046.44,15.23
313.75,635.66,8.29
313.77,201.18,1.82
313.78,-168.68,-4.39
313.8,-442.39,-10.37
313.81,-627.91,-15.7
313.83,-747.41,-19.48
313.84,,-20.58
313.85,-823.44,-823.44
313.86,-873.75,-18.14
313.88,-891.58,-11.99
313.89,-870.34,-2.81
313.91,-819.55,8.06
313.92,-757.7,19.03
313.94,-700.46,28.75
313.95,-654.79,36.3
313.97,-621.39,41.28
313.99,-599.11,43.59
314.0,-587.38,43.38
314.02,-571.73,40.93
314.03,-542.95,36.71
314.05,-503.09,31.35
314.06,-464.04,25.62
314.08,-434.55,20.18
314.09,,15.45
314.1,-416.49,-416.49
314.11,-407.58,11.48
314.13,-405.49,7.99
314.14,-409.84,4.47
314.16,-412.65,0.41
314.17,-410.04,-4.49
314.19,-405.12,-10.23
314.2,-404.23,-16.31
314.22,-409.96,-21.86
314.24,-418.4,-25.72
314.25,-421.33,-26.8
314.27,-410.72,-24.46
314.28,-382.22,-18.77
314.3,-331.62,-10.59
314.31,-261.58,-1.23
314.33,-181.2,7.95
314.34,,15.99
314.35,-101.45,-101.45
314.36,-29.83,22.49
314.38,31.01,27.46
314.39,80.92,31.05
314.41,119.11,33.23
314.42,142.88,33.78
314.44,151.8,32.45
314.45,146.46,29.31
314.47,130.09,24.84
314.49,109.12,19.88
314.5,91.97,15.36
314.52,85.59,11.9
314.53,92.61,9.65
314.55,110.84,8.23
314.56,134.87,7.03
314.58,160.22,5.38
314.59,,2.79
314.6,182.44,182.44
314.61,197.6,-0.96
314.63,202.56,-5.84
314.64,195.63,-11.55
314.66,177.58,-17.47
314.67,152.91,-22.76
314.69,129.89,-26.39
314.7,108.65,-27.44
314.72,94.26,-25.36
314.74,89.71,-20.21
314.75,92.71,-12.65
314.77,96.48,-3.83
314.78,93.86,4.98
314.8,80.43,12.57
314.81,54.97,18.06
314.83,18.61,20.88
314.84,,20.86
314.85,-26.18,-26.18
314.86,-73.57,18.19
314.88,-116.81,13.42
314.89,-148.44,7.34
314.91,-162.05,0.89
314.92,-154.79,-5.04
314.94,-129.16,-9.77
314.95,-92.74,-12.93
314.97,-55.73,-14.47
314.99,-28.12,-14.64
315.0,-13.96,-13.98
315.02,-13.87,-13.2
315.03,-24.72,-13.09
315.05,-40.26,-14.23
315.06,-52.95,-16.72
315.08,-56.51,-19.99
315.09,,-22.87
315.1,-48.24,-48.24
315.11,-30.04,-23.89
315.13,-8.29,-21.91
315.14,9.96,-16.57
315.16,18.64,-8.43
315.17,15.55,1.22
315.19,3.36,10.95
315.2,-11.63,19.76
315.22,-22.54,27.3
315.24,-25.78,33.69
315.25,-19.81,39.08
315.27,-8.85,43.35
315.28,1.0,45.95
315.3,5.4,46.3
315.31,4.4,44.17
315.33,1.69,40.07
315.34,,35.18
315.35,1.73,1.73
315.36,6.83,30.95
315.38,15.92,28.48
315.39,25.59,28.03
315.41,31.75,28.87
315.42,32.7,29.51
315.44,29.04,28.3
315.45,22.7,24.0
315.47,15.19,16.24
315.49,6.69,5.74
315.5,-3.65,-5.93
315.52,-16.59,-16.75
315.53,-31.57,-24.83
315.55,-47.56,-28.91
315.56,-61.9,-28.62
315.58,-71.98,-24.54
315.59,,-17.84
315.6,-76.53,-76.53
315.61,-75.98,-9.9
315.63,-71.98,-1.87
315.64,-66.47,5.6
315.66,-61.0,12.3
315.67,-55.05,18.2
315.69,-49.52,23.23
315.7,-44.37,27.04
315.72,-38.81,29.18
315.74,-31.56,29.36
315.75,-21.34,27.65
315.77,-7.52,24.69
315.78,9.29,21.46
315.8,27.08,19.11
315.81,43.12,18.54
315.83,54.65,20.26
315.84,,24.28
315.85,60.58,60.58
315.86,61.76,30.1
315.88,60.08,36.87
315.89,57.76,43.49
315.91,57.02,48.86
315.92,59.76,52.02
315.94,67.31,52.5
315.95,80.24,50.45
315.97,97.85,46.68
315.99,118.49,42.53
316.0,139.38,39.42
316.02,157.23,38.5
316.03,168.93,40.19
316.05,172.73,44.17
316.06,169.02,49.48
316.08,160.2,55.01
316.09,,59.73
316.1,149.96,149.96
316.11,141.99,62.93
316.13,139.27,64.1
316.14,143.09,62.63
316.16,152.9,57.74
316.17,165.95,48.56
316.19,178.33,34.57
316.2,185.84,16.05
316.22,185.14,-5.5
316.24,174.56,-27.49
316.25,154.39,-46.73
316.27,126.43,-60.05
316.28,92.58,-65.24
316.3,57.25,-61.5
316.31,23.62,-49.71
316.33,-6.94,-32.31
316.34,,-12.72
316.35,-34.92,-34.92
316.36,-61.84,5.46
316.38,-89.12,19.39
316.39,-117.27,27.76
316.41,-145.74,31.16
316.42,-173.27,31.87
316.44,-198.42,33.16
316.45,-220.63,38.19
316.47,-239.98,48.91
316.49,-257.01,65.39
316.5,-272.54,85.58
316.52,-287.71,105.95
316.53,-303.93,122.52
316.55,-322.47,132.3
316.56,-343.56,134.41
316.58,-365.56,130.57
316.59,,124.47
316.6,-385.13,-385.13
316.61,-397.89,120.53
316.63,-399.92,122.27
316.64,-389.53,131.28
316.66,-368.22,147.22
316.67,-340.12,168.43
316.69,-310.41,192.89
316.7,-283.27,218.67
316.72,-260.6,243.82
316.74,-242.19,265.91
316.75,-226.21,282.05
316.77,-210.22,289.51
316.78,-191.77,286.81
316.8,-168.76,274.63
316.81,-139.34,255.83
316.83,-102.32,234.55
316.84,,214.68
316.85,-57.59,-57.59
316.86,-6.61,198.56
316.88,47.44,186.52
316.89,100.3,177.29
316.91,147.64,168.92
316.92,186.11,159.75
316.94,214.13,148.81
316.95,231.97,135.88
316.97,241.29,121.09
316.99,244.4,104.65
317.0,243.57,86.46
317.02,240.5,66.17
317.03,236.37,43.22
317.05,231.94,17.03
317.06,227.89,-12.76
317.08,224.85,-46.15
317.09,,-82.9
317.1,223.12,223.12
317.11,222.38,-122.7
317.13,221.57,-165.31
317.14,219.06,-210.4
317.16,213.06,-257.05
317.17,202.38,-303.32
317.19,186.88,-346.15
317.2,167.74,-381.96
317.22,147.22,-407.7
317.24,128.09,-421.91
317.25,112.81,-425.04
317.27,102.65,-418.99
317.28,97.3,-406.06
317.3,94.77,-388.12
317.31,92.12,-366.32
317.33,86.42,-341.58
317.34,,-315.2
317.35,75.72,75.72
317.36,59.68,-289.16
317.38,39.46,-265.73
317.39,16.98,-246.55
317.41,-5.88,-231.88
317.42,-27.67,-220.5
317.44,-47.44,-210.29
317.45,-64.23,-199.24
317.47,-76.99,-186.26
317.49,-84.66,-171.33
317.5,-86.73,-155.31
317.52,-83.7,-139.34
317.53,-77.23,-124.34
317.55,-69.85,-110.78
317.56,-64.19,-98.74
317.58,-62.4,-88.11
317.59,,-78.68
317.6,-65.58,-65.58
317.61,-73.6,-70.26
317.63,-84.99,-62.68
317.64,-96.95,-55.84
317.66,-105.87,-49.68
317.67,-108.1,-44.24
317.69,-101.17,-39.56
317.7,-84.76,-35.62
317.72,-61.09,-32.32
317.74,-34.26,-29.6
317.75,-8.81,-27.6
317.77,11.83,-26.79
317.78,26.07,-27.82
317.8,34.12,-31.17
317.81,36.99,-36.72
317.83,35.51,-43.48
317.84,,-49.89
317.85,29.82,29.82
317.86,19.5,-54.4
317.88,4.32,-56.23
317.89,-15.2,-55.86
317.91,-37.71,-54.8
317.92,-61.37,-55.03
317.94,-84.46,-58.04
317.95,-105.87,-64.22
317.97,-125.27,-72.74
317.99,-142.99,-81.89
318.0,-159.81,-89.88
318.02,-176.7,-95.42
318.03,-194.5,-98.11
318.05,-213.44,-98.43
318.06,-232.66,-97.34
318.08,-249.87,-95.81
318.09,,-94.45
318.1,-261.73,-261.73
318.11,-264.89,-93.27
318.13,-257.27,-91.7
318.14,-239.16,-88.79
318.16,-213.36,-83.38
318.17,-184.26,-74.61
318.19,-156.38,-62.17
318.2,-132.75,-46.69
318.22,-114.5,-29.75
318.24,-101.14,-13.53
318.25,-91.4,-0.14
318.27,-83.73,9.26
318.28,-76.47,14.9
318.3,-67.47,18.31
318.31,-54.07,21.69
318.33,-33.46,27.05
318.34,,35.44
318.35,-3.68,-3.68
318.36,35.28,46.82
318.38,81.0,60.3
318.39,128.99,74.72
318.41,173.97,89.07
318.42,211.19,102.71
318.44,237.59,115.34
318.45,252.18,126.77
318.47,255.85,136.77
318.49,250.94,144.87
318.5,240.67,150.3
318.52,228.61,152.06
318.53,218.09,149.22
318.55,211.51,141.41
318.56,209.79,129.29
318.58,212.19,114.67
318.59,,100.2
318.6,216.72,216.72
318.61,220.8,88.63
318.63,222.21,81.87
318.64,219.67,80.5
318.66,212.87,83.74
318.67,202.26,90.05
318.69,188.66,97.8
318.7,173.03,105.78
318.72,156.53,113.23
318.74,140.45,119.69
318.75,126.24,124.71
318.77,115.21,127.83
318.78,108.14,128.77
318.8,104.9,127.56
318.81,104.27,124.55
318.83,104.24,120.15
318.84,,114.52
318.85,102.65,102.65
318.86,98.06,107.31
318.88,90.38,97.83
318.89,80.84,85.54
318.91,71.4,70.62
318.92,63.89,54.39
318.94,59.32,39.2
318.95,57.86,27.8
318.97,59.21,22.5
318.99,63.23,24.25
319.0,70.26,32.23
319.02,80.83,43.85
319.03,94.79,55.3
319.05,110.61,62.4
319.06,125.36,61.34
319.08,135.52,49.35
319.09,,25.4
319.1,138.21,138.21
319.11,132.2,-9.27
319.13,118.21,-50.82
319.14,98.32,-93.26
319.16,74.98,-129.81
319.17,49.94,-154.87
319.19,23.99,-165.6
319.2,-2.8,-162.47
319.22,-30.32,-148.48
319.24,-57.94,-127.42
319.25,-84.46,-102.5
319.27,-108.54,-75.93
319.28,-129.42,-49.27
319.3,-147.45,-24.37
319.31,-163.98,-3.56
319.33,-180.7,10.91
319.34,,17.88
319.35,-198.93,-198.93
319.36,-218.91,17.91
319.38,-239.56,12.78
319.39,-258.39,4.43
319.41,-272.13,-5.96
319.42,-277.3,-18.01
319.44,-271.26,-31.28
319.45,-253.04,-44.41
319.47,-223.78,-54.91
319.49,-186.66,-60.14
319.5,-146.01,-58.65
319.52,-106.2,-51.18
319.53,-70.65,-40.49
319.55,-41.42,-30.12
319.56,-19.47,-22.76
319.58,-5.14,-19.22
319.59,,-18.5
319.6,1.32,1.32
319.61,-0.21,-18.81
319.63,-9.45,-18.66
319.64,-25.53,-17.48
319.66,-47.0,-15.43
319.67,-71.97,-12.79
319.69,-98.33,-9.43
319.7,-123.64,-4.76
319.72,-145.06,1.77
319.74,-159.77,10.25
319.75,-165.64,20.07
319.77,-162.29,30.06
319.78,-151.49,39.12
319.8,-136.69,46.66
319.81,-121.56,52.89
319.83,-108.39,58.75
319.84,,65.68
319.85,-97.08,-97.08
319.86,-85.2,75.24
319.88,-69.42,88.63
319.89,-47.0,105.88
319.91,-17.21,125.04
319.92,18.61,141.99
319.94,57.47,151.26
319.95,95.56,147.86
319.97,128.93,129.53
319.99,153.63,98.14
320.0,166.17,59.38
320.02,164.09,20.7
320.03,147.03,-11.48
320.05,117.49,-33.92
320.06,80.77,-47.02
320.08,43.9,-53.53
320.09,,-56.54
320.1,13.58,13.58
320.11,-5.61,-58.03
320.13,-12.56,-58.56
320.14,-9.29,-58.13
320.16,-0.06,-57.21
320.17,10.12,-57.16
320.19,16.71,-59.71
320.2,16.68,-66.09
320.22,9.42,-76.16
320.24,-2.89,-88.42
320.25,-15.27,-100.55
320.27,-21.33,-110.4
320.28,-15.75,-116.8
320.3,3.09,-119.61
320.31,31.55,-119.35
320.33,60.99,-116.63
320.34,,-111.84
320.35,80.39,80.39
320.36,80.53,-105.26
320.38,57.81,-97.29
320.39,16.2,-88.72
320.41,-34.2,-80.48
320.42,-80.98,-73.24
320.44,-114.29,-66.88
320.45,-130.03,-60.58
320.47,-130.15,-53.29
320.49,-119.93,-44.48
320.5,-104.44,-34.55
320.52,-85.97,-24.59
320.53,-64.09,-15.66
320.55,-37.98,-7.95
320.56,-9.04,-0.67
320.58,18.12,7.44
320.59,,17.13
320.6,37.18,37.18
320.61,43.5,28.01
320.63,36.99,38.62
320.64,22.61,47.1
320.66,7.97,52.09
320.67,-0.25,53.22
320.69,0.81,50.99
320.7,9.97,46.06
320.72,23.95,38.7
320.74,39.87,28.58
320.75,57.04,15.28
320.77,76.83,-1.06
320.78,100.68,-19.2
320.8,127.97,-36.89
320.81,155.37,-51.42
320.83,177.72,-60.51
320.84,,-63.03
320.85,190.44,190.44
320.86,191.76,-59.24
320.88,183.49,-50.69
320.89,170.17,-39.57
320.91,157.02,-28.07
320.92,147.94,-17.79
320.94,144.41,-9.48
320.95,145.9,-3.14
320.97,150.94,1.47
320.99,158.38,4.39
321.0,167.76,5.5
321.02,178.72,4.69
321.03,190.27,2.29
321.05,200.59,-0.83
321.06,206.95,-3.67
321.08,206.71,-5.84
321.09,,-8.21
321.1,198.46,198.46
321.11,182.39,-12.75
321.13,160.68,-21.85
321.14,135.95,-37.17
321.16,109.51,-58.69
321.17,80.61,-84.28
321.19,47.43,-110.1
321.2,8.3,-131.5
321.22,-36.4,-144.13
321.24,-83.29,-144.9
321.25,-126.96,-132.59
321.27,-160.97,-107.65
321.28,-180.97,-71.72
321.3,-186.45,-27.04
321.31,-180.05,23.64
321.33,-164.69,76.69
321.34,,127.12
321.35,-142.6,-142.6
321.36,-115.1,168.95
321.38,-83.75,196.63
321.39,-52.55,207.18
321.41,-26.16,201.98
321.42,-9.12,186.83
321.44,-3.65,169.95
321.45,-7.6,158.71
321.47,-14.2,156.92
321.49,-16.14,164.04
321.5,-9.18,176.79
321.52,6.22,191.56
321.53,25.3,206.17
321.55,44.77,220.01
321.56,64.12,232.77
321.58,85.53,243.06
321.59,,248.27
321.6,103.89,103.89
321.61,114.56,245.62
321.63,114.21,233.76
321.64,101.87,213.66
321.66,85.66,188.27
321.67,64.77,161.04
321.69,39.82,134.48
321.7,13.07,109.3
321.72,-15.16,85.04
321.74,-43.06,61.29
321.75,-68.53,38.97
321.77,-90.52,20.73
321.78,-108.57,9.99
321.8,-122.11,9.25
321.81,-130.98,18.37
321.83,-133.04,33.89
321.84,,49.83
321.85,-126.49,-126.49
321.86,-111.46,59.9
321.88,-90.45,60.04
321.89,-67.49,50.02
321.91,-47.71,33.32
321.92,-35.5,15.58
321.94,-33.1,2.21
321.95,-40.56,-3.32
321.97,-54.04,0.13
321.99,-68.19,11.82
322.0,-78.14,29.99
322.02,-80.61,52.18
322.03,-74.31,75.13
322.05,-60.11,95.01
322.06,-40.14,108.07
322.08,-16.78,111.74
322.09,,105.28
322.1,7.71,7.71
322.11,32.57,89.74
322.13,57.51,67.26
322.14,81.88,40.39
322.16,104.48,12.01
322.17,123.71,-14.43
322.19,138.06,-34.98
322.2,146.69,-46.08
322.22,149.48,-46.18
322.24,146.64,-36.84
322.25,138.92,-22.56
322.27,127.13,-8.9
322.28,111.99,-0.04
322.3,94.43,2.8
322.31,75.53,1.39
322.33,56.21,-0.89
322.34,,-0.78
322.35,36.95,36.95
322.36,17.46,3.67
322.38,-3.1,12.8
322.39,-25.35,25.63
322.41,-49.12,39.96
322.42,-72.76,52.59
322.44,-93.05,59.72
322.45,-105.59,57.85
322.47,-105.75,45.27
322.49,-90.22,22.98
322.5,-58.55,-5.11
322.52,-13.9,-33.25
322.53,37.15,-55.72
322.55,86.39,-68.79
322.56,126.27,-71.83
322.58,151.83,-67.05
322.59,,-58.32
322.6,161.49,161.49
322.61,156.54,-49.41
322.63,139.87,-42.73
322.64,114.69,-38.92
322.66,83.78,-37.45
322.67,49.18,-37.64
322.69,12.32,-39.4
322.7,-25.79,-43.2
322.72,-64.64,-49.38
322.74,-104.27,-57.61
322.75,-145.03,-66.9
322.77,-187.39,-76.38
322.78,-231.79,-86.15
322.8,-278.33,-97.45
322.81,-326.27,-111.87
322.83,-373.12,-130.01
322.84,,-150.64
322.85,-414.21,-414.21
322.86,-443.48,-170.97
322.88,-455.39,-187.99
322.89,-447.07,-199.89
322.91,-419.94,-206.59
322.92,-379.44,-209.05
322.94,-333.08,-207.98
322.95,-287.98,-203.03
322.97,-248.26,-192.71
322.99,-214.95,-175.43
323.0,-187.72,-150.74
323.02,-166.87,-120.13
323.03,-153.94,-86.83
323.05,-150.61,-54.93
323.06,-157.11,-28.41
323.08,-170.77,-10.32
323.09,,-2.21
323.1,-186.44,-186.44
323.11,-197.04,-3.68
323.13,-195.85,-12.4
323.14,-178.87,-24.61
323.16,-146.21,-36.6
323.17,-101.6,-46.32
323.19,-50.84,-54.44
323.2,-0.05,-64.28
323.22,46.04,-80.39
323.24,84.22,-106.53
323.25,113.72,-143.72
323.27,135.62,-189.27
323.28,151.75,-237.11
323.3,164.03,-279.4
323.31,174.79,-308.76
323.33,187.0,-320.31
323.34,,-312.93
323.35,203.46,203.46
323.36,228.13,-289.09
323.38,257.4,-253.73
323.39,281.8,-212.49
323.41,292.62,-170.15
323.42,287.84,-129.9
323.44,271.31,-93.5
323.45,248.92,-61.91
323.47,225.63,-35.78
323.49,203.62,-15.56
323.5,183.44,-1.05
323.52,163.9,8.8
323.53,144.14,15.65
323.55,123.13,20.88
323.56,99.71,24.85
323.58,72.95,26.7
323.59,,25.09
323.6,42.78,42.78
323.61,10.69,19.42
323.63,-22.2,10.61
323.64,-54.0,1.39
323.66,-83.31,-4.73
323.67,-108.09,-4.85
323.69,-126.6,2.01
323.7,-136.17,14.46
323.72,-132.94,29.34
323.74,-113.12,43.16
323.75,-71.88,53.39
323.77,-14.37,59.33
323.78,49.34,61.72
323.8,107.38,61.94
323.81,152.8,61.01
323.83,181.13,59.23
323.84,,56.36
323.85,192.07,192.07
323.86,189.73,52.2
323.88,180.04,46.95
323.89,168.18,41.21
323.91,156.43,35.75
323.92,145.38,31.12
323.94,128.03,27.58
323.95,104.9,24.98
323.97,78.34,22.99
323.99,51.18,21.16
324.0,26.3,19.03
324.02,4.52,16.25
324.03,-15.9,12.63
324.05,-38.63,8.24
324.06,-66.28,3.5
324.08,-98.85,-0.79
324.09,,-3.6
324.1,-133.64,-133.64
324.11,-166.08,-3.76
324.13,-191.48,-0.3
324.14,-205.36,7.27
324.16,-205.85,18.69
324.17,-193.65,32.84
324.19,-171.42,48.01
324.2,-142.23,62.43
324.22,-108.74,74.88
324.24,-72.08,85.19
324.25,-32.06,94.2
324.27,5.83,103.31
324.28,36.99,113.51
324.3,59.02,124.73
324.31,72.63,135.66
324.33,80.47,144.24
324.34,,148.56
324.35,85.14,85.14
324.36,87.7,147.84
324.38,87.86,142.78
324.39,87.01,135.33
324.41,82.6,127.89
324.42,74.66,122.26
324.44,65.0,119.02
324.45,56.92,117.33
324.47,53.53,115.75
324.49,55.77,113.1
324.5,62.05,109.4
324.52,69.46,105.93
324.53,75.08,104.61
324.55,77.07,106.79
324.56,77.32,112.27
324.58,76.03,119.35
324.59,,126.06
324.6,72.32,72.32
324.61,68.72,131.78
324.63,67.86,137.7
324.64,69.84,146.07
324.66,71.3,157.98
324.67,67.42,171.58
324.69,54.76,182.78
324.7,34.53,187.53
324.72,11.34,184.71
324.74,-8.11,177.25
324.75,-18.42,170.44
324.77,-18.35,168.62
324.78,-10.72,172.43
324.8,-0.5,178.65
324.81,7.46,182.66
324.83,10.52,181.8
324.84,,177.05
324.85,7.37,7.37
324.86,-2.34,171.79
324.88,-17.15,168.75
324.89,-34.28,167.41
324.91,-50.84,163.89
324.92,-64.34,153.38
324.94,-73.41,133.24
324.95,-78.27,104.61
324.97,-80.58,71.6
324.99,-81.1,38.77
325.0,-82.79,8.71
325.02,-87.28,-18.66
325.03,-93.34,-45.23
325.05,-97.31,-72.83
325.06,-94.15,-101.99
325.08,-79.29,-131.68
325.09,,-160.21
325.1,-50.89,-50.89
325.11,-10.95,-186.41
325.13,33.64,-210.58
325.14,73.47,-234.39
325.16,100.42,-260.12
325.17,110.25,-290.48
325.19,103.21,-327.42
325.2,83.4,-371.67
325.22,58.14,-421.77
325.24,31.87,-473.3
325.25,9.24,-519.06
325.27,-5.94,-550.43
325.28,-9.74,-559.79
